Date,TickerName,StockPrice_x,NetEPS,PE,StockPrice_y,BookValuePerShare,PB,Rolling_P10_PE,Rolling_P90_PE,Rolling_P10_PB,Rolling_P90_PB,Signal,RollingWindow
2021-12-31,MSFT,326.56,$9.39,34.78,326.56,$21.33,15.31,23.285,44.584,6.546,13.538,0,20
2022-03-31,MSFT,299.98,$9.58,31.31,299.98,$21.77,13.78,23.285,44.584,7.563000000000001,13.79,0,20
2022-06-30,MSFT,250.48,$9.64,25.98,250.48,$22.31,11.23,24.563000000000002,44.584,7.921,13.79,0,20
2022-09-30,MSFT,227.62,$9.28,24.53,227.62,$23.28,9.78,24.692,44.584,8.174,13.79,0,20
2022-12-31,MSFT,235.04,$9.00,26.12,235.04,$24.59,9.56,24.692,43.555,8.479,13.79,0,20
2023-03-31,MSFT,283.27,$9.23,30.69,283.27,$26.18,10.82,24.692,35.649000000000015,8.942,13.79,0,20
2023-06-30,MSFT,335.33,$9.69,34.61,335.33,$27.75,12.08,24.692,34.627,9.422,13.79,0,20
2023-09-30,MSFT,311.57,$10.33,30.16,311.57,$29.70,10.49,24.692,33.98,9.422,13.79,0,20
2023-12-31,MSFT,371.82,$11.06,33.62,371.82,$32.06,11.6,24.845,33.98,9.497,13.79,0,20
2024-03-31,MSFT,416.77,$11.55,36.08,416.77,$34.06,12.24,24.995,34.627,9.554,13.79,0,20
2024-06-30,MSFT,443.55,$11.81,37.56,443.55,$36.11,12.28,25.085,34.910000000000004,9.758,13.79,0,20
2024-09-30,MSFT,427.8,$12.12,35.3,427.8,$38.69,11.06,25.893,35.378,9.969,13.79,0,20
2024-12-31,MSFT,419.89,$12.42,33.81,419.89,$40.71,10.31,25.893,35.378,9.969,13.79,0,20
2025-03-31,MSFT,374.7,$12.94,28.96,374.7,$43.30,8.65,26.106,35.378,9.758,13.79,0,20
2025-07-28,MSFT,512.5,,39.61,512.5,,11.84,26.106,36.228,9.758,13.79,0,20
2011-03-31,TSLA,1.85,$-0.43,0.0,1.85,$0.12,15.81,,,,,0,20
2011-06-30,TSLA,1.94,$-0.14,0.0,1.94,$0.22,8.69,,,,,0,20
2011-09-30,TSLA,1.63,$-0.15,0.0,1.63,$0.19,8.64,,,,,0,20
2011-12-31,TSLA,1.9,$-0.17,0.0,1.9,$0.14,13.32,,,,,0,20
2012-03-31,TSLA,2.48,$-0.19,0.0,2.48,$0.10,25.46,0.0,0.0,8.66,21.6,0,20
2012-06-30,TSLA,2.09,$-0.22,0.0,2.09,$0.04,52.94,0.0,0.0,8.665,39.2,0,20
2012-09-30,TSLA,1.95,$-0.25,0.0,1.95,$-0.02,-110.91,0.0,0.0,-39.17999999999999,36.45200000000001,0,20
2012-12-31,TSLA,2.26,$-0.25,0.0,2.26,$0.07,31.02,0.0,0.0,-27.224999999999994,37.596,0,20
2013-03-31,TSLA,2.53,$-0.18,0.0,2.53,$0.10,25.88,0.0,0.0,-15.269999999999996,35.404,0,20
2013-06-30,TSLA,7.16,$-0.13,0.0,7.16,$0.35,20.71,0.0,0.0,-3.3149999999999977,33.21199999999999,0,20
2013-09-30,TSLA,12.89,$-0.09,0.0,12.89,$0.31,42.0,0.0,0.0,8.64,42.0,0,20
2013-12-31,TSLA,10.03,$-0.04,0.0,10.03,$0.36,27.76,0.0,0.0,8.645000000000001,40.902,0,20
2014-03-31,TSLA,13.9,$-0.07,0.0,13.9,$0.49,28.35,0.0,0.0,8.65,39.80400000000001,0,20
2014-06-30,TSLA,16.0,$-0.09,0.0,16.0,$0.51,31.41,0.0,0.0,8.655000000000001,38.82300000000001,0,20
2014-09-30,TSLA,16.18,$-0.11,0.0,16.18,$0.51,31.75,0.0,0.0,8.66,37.9,0,20
2014-12-31,TSLA,14.83,$-0.16,0.0,14.83,$0.48,30.66,0.0,0.0,8.665,36.875,0,20
2015-03-31,TSLA,12.58,$-0.21,0.0,12.58,$0.44,28.88,0.0,0.0,8.67,35.85,0,20
2015-06-30,TSLA,17.88,$-0.28,0.0,17.88,$0.38,47.63,0.0,0.0,8.675,43.68900000000001,0,20
2015-09-30,TSLA,16.56,$-0.35,0.0,16.56,$0.67,24.73,0.0,0.0,8.68,43.126,0,20
2015-12-31,TSLA,16.0,$-0.46,0.0,16.0,$0.55,29.11,0.0,0.0,8.685,42.56300000000001,0,20
2016-03-31,TSLA,15.32,$-0.52,0.0,15.32,$0.48,31.69,0.0,0.0,8.685,42.56300000000001,0,20
2016-06-30,TSLA,14.15,$-0.56,0.0,14.15,$1.14,12.47,0.0,0.0,12.087000000000002,42.56300000000001,0,20
2016-09-30,TSLA,13.6,$-0.43,0.0,13.6,$1.19,11.4,0.0,0.0,12.363000000000001,42.56300000000001,0,20
2016-12-31,TSLA,14.25,$-0.32,0.0,14.25,$2.29,6.23,0.0,0.0,10.883000000000001,42.56300000000001,0,20
2017-03-31,TSLA,18.55,$-0.32,0.0,18.55,$2.35,7.88,0.0,0.0,7.715,42.56300000000001,0,20
2017-06-30,TSLA,24.11,$-0.31,0.0,24.11,$2.48,9.71,0.0,0.0,7.715,32.77500000000001,0,20
2017-09-30,TSLA,22.74,$-0.57,0.0,22.74,$2.29,9.92,0.0,0.0,9.527000000000001,32.77500000000001,0,20
2017-12-31,TSLA,20.76,$-0.79,0.0,20.76,$2.07,10.04,0.0,0.0,9.527000000000001,32.77500000000001,0,20
2018-03-31,TSLA,17.74,$-0.93,0.0,17.74,$2.09,8.5,0.0,0.0,8.438,32.77500000000001,0,20
2018-06-30,TSLA,22.86,$-1.07,0.0,22.86,$1.85,12.37,0.0,0.0,8.438,32.77500000000001,0,20
2018-09-30,TSLA,17.65,$-0.71,0.0,17.65,$2.06,8.57,0.0,0.0,8.438,31.696,0,20
2018-12-31,TSLA,22.19,$-0.39,0.0,22.19,$2.22,10.0,0.0,0.0,8.438,31.696,0,20
2019-03-31,TSLA,18.66,$-0.39,0.0,18.66,$2.10,8.89,0.0,0.0,8.438,31.696,0,20
2019-06-30,TSLA,14.9,$-0.26,0.0,14.9,$2.45,6.09,0.0,0.0,7.715,31.696,0,20
2019-09-30,TSLA,16.06,$-0.32,0.0,16.06,$2.55,6.3,0.0,0.0,6.293,30.763,0,20
2019-12-31,TSLA,27.89,$-0.34,0.0,27.89,$2.75,10.14,0.0,0.0,6.293,29.368000000000002,0,20
2020-03-31,TSLA,34.93,$-0.06,0.0,34.93,$3.62,9.66,0.0,0.0,6.293,29.368000000000002,0,20
2020-06-30,TSLA,71.99,$0.13,562.84,71.99,$3.84,18.73,0.0,0.0,6.293,25.168000000000006,0,20
2020-09-30,TSLA,143.0,$0.17,861.98,143.0,$5.94,24.08,0.0,56.2840000000008,6.293,24.583000000000006,0,20
2020-12-31,TSLA,235.22,$0.21,1127.63,235.22,$8.01,29.36,0.0,592.7540000000005,6.293,24.608000000000004,-1,20
2021-03-31,TSLA,222.64,$0.33,668.0,222.64,$8.26,26.95,0.0,687.3980000000003,6.293,24.367,0,20
2021-06-30,TSLA,226.57,$0.64,354.01,226.57,$8.69,26.08,0.0,687.3980000000003,6.293,26.166999999999998,0,20
2021-09-30,TSLA,258.49,$1.03,250.96,258.49,$9.26,27.92,0.0,687.3980000000003,6.293,27.047,0,20
2021-12-31,TSLA,352.26,$1.63,215.67,352.26,$10.00,35.21,0.0,687.3980000000003,7.722,28.064000000000004,0,20
2022-03-31,TSLA,359.2,$2.46,146.22,359.2,$11.24,31.95,0.0,687.3980000000003,8.280000000000001,29.619000000000003,0,20
2022-06-30,TSLA,224.47,$2.77,81.14,224.47,$11.92,18.83,0.0,687.3980000000003,8.280000000000001,29.619000000000003,0,20
2022-09-30,TSLA,265.25,$3.24,81.95,265.25,$12.89,20.58,0.0,687.3980000000003,8.280000000000001,29.619000000000003,0,20
2022-12-31,TSLA,123.18,$3.62,34.0,123.18,$14.38,8.57,0.0,687.3980000000003,8.280000000000001,29.619000000000003,0,20
2023-03-31,TSLA,207.46,$3.40,61.02,207.46,$15.41,13.46,0.0,687.3980000000003,8.343,29.619000000000003,0,20
2023-06-30,TSLA,261.77,$3.53,74.16,261.77,$16.35,16.01,0.0,687.3980000000003,8.343,29.619000000000003,0,20
2023-09-30,TSLA,250.22,$3.11,80.46,250.22,$17.06,14.67,0.0,687.3980000000003,8.343,29.619000000000003,0,20
2023-12-31,TSLA,248.48,$4.31,57.65,248.48,$19.90,12.49,0.0,687.3980000000003,8.343,29.619000000000003,0,20
2024-03-31,TSLA,175.79,$3.92,44.84,175.79,$20.42,8.61,0.0,687.3980000000003,8.343,29.619000000000003,0,20
2024-06-30,TSLA,197.88,$3.56,55.58,197.88,$21.04,9.41,0.0,687.3980000000003,8.606,29.619000000000003,0,20
2024-09-30,TSLA,261.63,$3.65,71.68,261.63,$22.03,11.88,30.600000000000005,687.3980000000003,9.33,29.619000000000003,0,20
2024-12-31,TSLA,403.84,$2.04,197.96,403.84,$22.89,17.64,43.756,687.3980000000003,9.33,29.619000000000003,0,20
2025-03-31,TSLA,259.16,$1.82,142.4,259.16,$23.40,11.07,54.506,687.3980000000003,9.33,29.619000000000003,0,20
2025-06-30,TSLA,317.66,$1.40,226.9,317.66,$24.20,13.13,54.506,687.3980000000003,9.33,29.619000000000003,0,20
2025-07-28,TSLA,325.4,,232.43,325.4,,13.45,54.506,385.40900000000045,9.33,29.619000000000003,0,20
2009-12-31,AAPL,6.33,$0.31,20.48,6.33,$1.41,4.49,,,,,0,60
2010-03-31,AAPL,7.06,$0.36,19.45,7.06,$1.54,4.57,,,,,0,60
2010-06-30,AAPL,7.56,$0.44,17.17,7.56,$1.69,4.49,,,,,0,60
2010-09-30,AAPL,8.53,$0.54,15.76,8.53,$1.86,4.58,,,,,0,60
2010-12-31,AAPL,9.69,$0.64,15.16,9.69,$2.12,4.57,15.4,20.068,4.49,4.5760000000000005,0,60
2011-03-31,AAPL,10.47,$0.75,13.98,10.47,$2.37,4.41,14.57,19.965,4.45,4.575,1,60
2011-06-30,AAPL,10.09,$0.90,11.18,10.09,$2.67,3.78,12.86,19.862000000000002,4.158,4.574,1,60
2011-09-30,AAPL,11.46,$0.99,11.6,11.46,$2.94,3.89,11.474,19.759,3.857,4.573,0,60
2011-12-31,AAPL,12.17,$1.25,9.71,12.17,$3.45,3.53,10.886,19.656,3.73,4.572,1,60
2012-03-31,AAPL,18.02,$1.46,12.3,18.02,$3.92,4.6,11.033,19.552999999999997,3.755,4.582,0,60
2012-06-30,AAPL,17.55,$1.52,11.55,17.55,$4.26,4.12,11.18,19.45,3.78,4.58,0,60
2012-09-30,AAPL,20.14,$1.58,12.77,20.14,$4.50,4.48,11.217,19.222,3.791,4.579,0,60
2012-12-31,AAPL,16.14,$1.58,10.25,16.14,$4.84,3.33,10.436,18.994,3.58,4.578,1,60
2013-03-31,AAPL,13.5,$1.50,9.02,13.5,$5.15,2.62,9.872,18.766000000000002,3.39,4.577,1,60
2013-06-30,AAPL,12.17,$1.43,8.51,12.17,$4.85,2.51,9.296,18.538,2.9040000000000004,4.5760000000000005,1,60
2013-09-30,AAPL,14.73,$1.42,10.41,14.73,$4.91,3.0,9.365,18.310000000000002,2.81,4.575,0,60
2013-12-31,AAPL,17.44,$1.44,12.11,17.44,$5.19,3.36,9.434000000000001,18.082,2.848,4.574,0,60
2014-03-31,AAPL,16.78,$1.49,11.23,16.78,$4.98,3.37,9.503,17.854000000000003,2.886,4.573,0,60
2014-06-30,AAPL,20.45,$1.55,13.21,20.45,$5.05,4.05,9.572000000000001,17.626,2.924,4.572,0,60
2014-09-30,AAPL,22.29,$1.61,13.86,22.29,$4.75,4.69,9.641,17.398000000000003,2.962,4.582,0,60
2014-12-31,AAPL,24.52,$1.86,13.22,24.52,$5.29,4.63,9.71,17.17,3.0,4.6,0,60
2015-03-31,AAPL,27.75,$2.02,13.72,27.75,$5.60,4.96,9.764000000000001,17.029000000000003,3.033,4.627,0,60
2015-06-30,AAPL,28.09,$2.17,12.98,28.09,$5.51,5.1,9.818000000000001,16.888,3.0660000000000003,4.678,0,60
2015-09-30,AAPL,24.82,$2.30,10.79,24.82,$5.35,4.64,9.872,16.747,3.099,4.675,0,60
2015-12-31,AAPL,23.78,$2.36,10.1,23.78,$5.78,4.11,9.866,16.606,3.132,4.67,0,60
2016-03-31,AAPL,24.76,$2.25,11.02,24.76,$5.95,4.16,9.905000000000001,16.465,3.165,4.665,0,60
2016-06-30,AAPL,21.85,$2.14,10.21,21.85,$5.87,3.72,9.944,16.324000000000005,3.198,4.66,0,60
2016-09-30,AAPL,25.98,$2.07,12.56,25.98,$6.01,4.32,9.983,16.183,3.2310000000000003,4.655,0,60
2016-12-31,AAPL,26.75,$2.09,12.81,26.75,$6.30,4.25,10.022,16.041999999999998,3.2640000000000002,4.6499999999999995,0,60
2017-03-31,AAPL,33.33,$2.14,15.59,33.33,$6.44,5.18,10.061,15.901000000000002,3.297,4.7170000000000005,0,60
2017-06-30,AAPL,33.55,$2.20,15.25,33.55,$6.40,5.24,10.1,15.76,3.33,4.96,0,60
2017-09-30,AAPL,36.04,$2.30,15.67,36.04,$6.54,5.51,10.111,15.751,3.333,5.086,0,60
2017-12-31,AAPL,39.72,$2.43,16.33,39.72,$6.90,5.76,10.122,16.215999999999998,3.336,5.164,-1,60
2018-03-31,AAPL,39.54,$2.59,15.26,39.54,$6.42,6.16,10.133000000000001,16.159,3.339,5.222,0,60
2018-06-30,AAPL,43.79,$2.76,15.88,43.79,$5.93,7.38,10.144,16.15,3.342,5.402,0,60
2018-09-30,AAPL,53.59,$2.97,18.06,53.59,$5.63,9.51,10.155000000000001,16.75,3.3449999999999998,5.635,-1,60
2018-12-31,AAPL,37.58,$3.04,12.36,37.58,$6.23,6.03,10.166,16.665999999999997,3.348,5.867999999999999,0,60
2019-03-31,AAPL,45.44,$2.97,15.29,45.44,$5.74,7.91,10.177000000000001,16.582000000000004,3.351,6.069000000000001,0,60
2019-06-30,AAPL,47.53,$2.93,16.21,47.53,$5.32,8.93,10.188,16.498,3.354,6.4040000000000035,0,60
2019-09-30,AAPL,53.99,$2.96,18.22,53.99,$5.09,10.6,10.199000000000002,17.259000000000004,3.3569999999999998,7.433000000000001,-1,60
2019-12-31,AAPL,71.0,$3.17,22.43,71.0,$5.10,13.91,10.21,18.06,3.36,7.91,-1,60
2020-03-31,AAPL,61.63,$3.19,19.33,61.63,$4.53,13.59,10.214,18.203999999999997,3.3609999999999998,8.827999999999998,-1,60
2020-06-30,AAPL,88.65,$3.29,26.97,88.65,$4.22,21.02,10.218,19.108000000000004,3.362,9.394000000000002,-1,60
2020-09-30,AAPL,112.78,$3.26,34.59,112.78,$3.85,29.3,10.222000000000001,19.413999999999998,3.363,10.273000000000003,-1,60
2020-12-31,AAPL,129.44,$3.69,35.05,129.44,$3.94,32.88,10.226,20.068,3.364,12.394000000000004,-1,60
2021-03-31,AAPL,119.34,$4.46,26.79,119.34,$4.15,28.78,10.23,21.455,3.365,13.75,-1,60
2021-06-30,AAPL,134.03,$5.11,26.23,134.03,$3.88,34.52,10.234,23.949999999999996,3.366,16.75399999999999,-1,60
2021-09-30,AAPL,138.68,$5.62,24.68,138.68,$3.84,36.11,10.238,25.145000000000007,3.367,23.348000000000035,0,60
2021-12-31,AAPL,174.29,$6.04,28.86,174.29,$4.40,39.59,10.242,26.342000000000002,3.368,28.884000000000004,-1,60
2022-03-31,AAPL,171.6,$6.16,27.86,171.6,$4.16,41.27,10.246,26.808,3.369,29.658000000000005,-1,60
2022-06-30,AAPL,134.56,$6.06,22.2,134.56,$3.61,37.27,10.25,26.79,3.37,32.88,0,60
2022-09-30,AAPL,136.21,$6.11,22.29,136.21,$3.18,42.86,10.266,26.733999999999998,3.386,34.356,0,60
2022-12-31,AAPL,128.27,$5.89,21.78,128.27,$3.58,35.82,10.282,26.678,3.402,35.56000000000001,0,60
2023-03-31,AAPL,163.04,$5.89,27.68,163.04,$3.95,41.24,10.298,26.916,3.418,36.023,-1,60
2023-06-30,AAPL,192.05,$5.95,32.28,192.05,$3.85,49.86,10.314,27.396,3.434,36.806000000000004,-1,60
2023-09-30,AAPL,169.74,$6.12,27.74,169.74,$4.00,42.47,10.33,27.71,3.45,38.43000000000001,-1,60
2023-12-31,AAPL,191.13,$6.42,29.77,191.13,$4.79,39.88,10.346,27.788,3.466,39.706,-1,60
2024-03-31,AAPL,170.45,$6.43,26.51,170.45,$4.84,35.24,10.362,27.776,3.4819999999999998,39.67700000000001,0,60
2024-06-30,AAPL,209.64,$6.57,31.91,209.64,$4.38,47.84,10.378,28.060000000000002,3.4979999999999998,40.15200000000001,-1,60
2024-09-30,AAPL,232.18,$6.08,38.19,232.18,$3.77,61.63,10.394,28.951,3.514,41.243,-1,60
2024-12-31,AAPL,249.82,$6.30,39.65,249.82,$4.44,56.28,10.394,29.984,3.514,41.39000000000001,-1,60
2025-03-31,AAPL,221.84,$6.42,34.55,221.84,$4.47,49.62,10.394,31.947,3.514,42.509,-1,60
2025-07-28,AAPL,213.88,,33.31,213.88,,47.84,10.394,32.383,3.514,43.358000000000004,-1,60
2009-12-31,GOOGL,15.42,$0.51,30.19,15.42,$2.83,5.44,,,,,0,60
2010-03-31,GOOGL,14.11,$0.55,25.65,14.11,$3.01,4.69,,,,,0,60
2010-06-30,GOOGL,11.07,$0.58,19.2,11.07,$3.19,3.47,,,,,0,60
2010-09-30,GOOGL,13.08,$0.62,21.23,13.08,$3.39,3.86,,,,,0,60
2010-12-31,GOOGL,14.78,$0.66,22.45,14.78,$3.60,4.11,20.012,28.374000000000002,3.626,5.140000000000001,0,60
2011-03-31,GOOGL,14.6,$0.68,21.39,14.6,$3.79,3.85,20.215,27.92,3.66,5.065,0,60
2011-06-30,GOOGL,12.6,$0.73,17.22,12.6,$4.03,3.13,18.407999999999998,27.466,3.334,4.99,1,60
2011-09-30,GOOGL,12.81,$0.77,16.6,12.81,$4.23,3.03,17.034,27.012,3.0999999999999996,4.915,1,60
2011-12-31,GOOGL,16.07,$0.78,20.55,16.07,$4.47,3.59,17.096,26.558,3.11,4.840000000000001,0,60
2012-03-31,GOOGL,15.95,$0.83,19.33,15.95,$4.73,3.37,17.157999999999998,26.103999999999996,3.12,4.765000000000001,0,60
2012-06-30,GOOGL,14.43,$0.84,17.11,14.43,$4.95,2.92,17.11,25.65,3.03,4.69,0,60
2012-09-30,GOOGL,18.77,$0.80,23.5,18.77,$5.18,3.63,17.121,25.435,3.04,4.632000000000001,0,60
2012-12-31,GOOGL,17.6,$0.81,21.76,17.6,$5.43,3.24,17.131999999999998,25.22,3.05,4.574000000000001,0,60
2013-03-31,GOOGL,19.76,$0.84,23.57,19.76,$5.70,3.47,17.143,25.026,3.06,4.516000000000001,0,60
2013-06-30,GOOGL,21.9,$0.87,25.29,21.9,$5.92,3.7,17.154,25.506,3.07,4.458,0,60
2013-09-30,GOOGL,21.79,$0.92,23.64,21.79,$6.21,3.51,17.165,25.47,3.08,4.4,0,60
2013-12-31,GOOGL,27.88,$0.95,29.24,27.88,$6.50,4.29,17.176,27.086,3.09,4.45,0,60
2014-03-31,GOOGL,27.72,$0.96,28.97,27.72,$6.80,4.08,17.186999999999998,29.051,3.1,4.41,0,60
2014-06-30,GOOGL,29.06,$0.97,30.02,29.06,$7.08,4.1,17.198,29.395999999999997,3.11,4.37,0,60
2014-09-30,GOOGL,29.25,$0.95,30.67,29.25,$7.28,4.01,17.209,30.037,3.12,4.330000000000001,0,60
2014-12-31,GOOGL,26.37,$1.05,25.08,26.37,$7.63,3.45,17.22,30.02,3.13,4.29,0,60
2015-03-31,GOOGL,27.57,$1.06,26.02,27.57,$7.95,3.47,17.418,29.942,3.141,4.272,0,60
2015-06-30,GOOGL,26.84,$1.06,25.41,26.84,$8.15,3.29,17.616,29.864,3.152,4.2540000000000004,0,60
2015-09-30,GOOGL,31.73,$1.14,27.87,31.73,$8.45,3.75,17.814,29.785999999999998,3.163,4.236,0,60
2015-12-31,GOOGL,38.67,$1.15,33.74,38.67,$8.75,4.42,18.012,30.122,3.174,4.368,-1,60
2016-03-31,GOOGL,37.92,$1.19,31.94,37.92,$9.00,4.21,18.21,30.43,3.185,4.355,0,60
2016-06-30,GOOGL,34.97,$1.29,27.1,34.97,$9.31,3.76,18.407999999999998,30.382,3.196,4.3420000000000005,0,60
2016-09-30,GOOGL,39.96,$1.37,29.25,39.96,$9.73,4.11,18.605999999999998,30.334000000000003,3.2070000000000003,4.329,0,60
2016-12-31,GOOGL,39.39,$1.39,28.3,39.39,$10.06,3.92,18.804,30.286,3.218,4.316,0,60
2017-03-31,GOOGL,42.14,$1.48,28.53,42.14,$10.47,4.02,19.002,30.238000000000003,3.229,4.303,0,60
2017-06-30,GOOGL,46.21,$1.38,33.54,46.21,$10.70,4.32,19.2,30.67,3.24,4.32,0,60
2017-09-30,GOOGL,48.4,$1.49,32.4,48.4,$11.31,4.28,19.213,31.813000000000002,3.245,4.317,0,60
2017-12-31,GOOGL,52.36,$0.90,58.3,52.36,$10.97,4.77,19.226,32.308,3.25,4.4,-1,60
2018-03-31,GOOGL,51.55,$1.18,43.76,51.55,$11.57,4.45,19.239,33.198,3.2550000000000003,4.441,-1,60
2018-06-30,GOOGL,56.12,$1.15,48.61,56.12,$11.64,4.82,19.252,33.660000000000004,3.2600000000000002,4.594,-1,60
2018-09-30,GOOGL,59.99,$1.33,45.14,59.99,$12.20,4.92,19.265,38.75,3.265,4.73,-1,60
2018-12-31,GOOGL,51.94,$2.19,23.77,51.94,$12.77,4.07,19.278,37.74799999999998,3.27,4.7219999999999995,0,60
2019-03-31,GOOGL,58.49,$1.99,29.34,58.49,$13.20,4.43,19.291,36.746000000000045,3.275,4.714,0,60
2019-06-30,GOOGL,53.82,$2.48,21.73,53.82,$13.85,3.89,19.304,35.74400000000003,3.2800000000000002,4.706,0,60
2019-09-30,GOOGL,60.69,$2.33,26.05,60.69,$14.11,4.3,19.317,34.74200000000002,3.285,4.698,0,60
2019-12-31,GOOGL,66.57,$2.46,27.07,66.57,$14.63,4.55,19.33,33.74,3.29,4.69,0,60
2020-03-31,GOOGL,57.75,$2.48,23.31,57.75,$14.89,3.88,19.451999999999998,33.72,3.298,4.676,0,60
2020-06-30,GOOGL,70.48,$2.27,31.0,70.48,$15.22,4.63,19.573999999999998,33.7,3.306,4.678000000000001,0,60
2020-09-30,GOOGL,72.84,$2.59,28.15,72.84,$15.71,4.64,19.695999999999998,33.68,3.314,4.675000000000001,0,60
2020-12-31,GOOGL,87.11,$2.94,29.68,87.11,$16.48,5.29,19.818,33.660000000000004,3.322,4.738,0,60
2021-03-31,GOOGL,102.51,$3.76,27.29,102.51,$17.14,5.98,19.939999999999998,33.64,3.33,4.795,0,60
2021-06-30,GOOGL,121.36,$4.61,26.31,121.36,$17.79,6.82,20.062,33.62,3.338,4.86,0,60
2021-09-30,GOOGL,132.88,$5.19,25.59,132.88,$18.40,7.22,20.184,33.6,3.346,5.0310000000000015,0,60
2021-12-31,GOOGL,143.99,$5.61,25.66,143.99,$19.00,7.58,20.306,33.58,3.354,5.32,0,60
2022-03-31,GOOGL,138.24,$5.53,25.01,138.24,$19.28,7.17,20.428,33.56,3.362,5.4940000000000015,0,60
2022-06-30,GOOGL,108.31,$5.38,20.15,108.31,$19.53,5.55,20.15,33.54,3.37,5.55,0,60
2022-09-30,GOOGL,95.08,$5.04,18.88,95.08,$19.55,4.86,19.412,33.425999999999995,3.378,5.539,0,60
2022-12-31,GOOGL,87.7,$4.55,19.27,87.7,$19.93,4.4,19.282,33.312000000000005,3.386,5.5280000000000005,0,60
2023-03-31,GOOGL,103.11,$4.49,22.96,103.11,$20.51,5.03,19.288,33.198,3.394,5.517,0,60
2023-06-30,GOOGL,118.99,$4.72,25.21,118.99,$21.15,5.63,19.294,33.084,3.402,5.598,0,60
2023-09-30,GOOGL,130.08,$5.21,24.97,130.08,$21.78,5.97,19.299999999999997,32.97,3.41,5.8,0,60
2023-12-31,GOOGL,138.86,$5.80,23.94,138.86,$22.74,6.11,19.305999999999997,32.855999999999995,3.418,5.974,0,60
2024-03-31,GOOGL,150.03,$6.52,23.01,150.03,$23.65,6.34,19.311999999999998,32.742000000000004,3.426,6.019000000000001,0,60
2024-06-30,GOOGL,181.27,$6.97,26.01,181.27,$24.41,7.43,19.317999999999998,32.628,3.434,6.156000000000001,0,60
2024-09-30,GOOGL,165.27,$7.54,21.92,165.27,$25.61,6.45,19.323999999999998,32.514,3.442,6.351,0,60
2024-12-31,GOOGL,188.85,$8.05,23.46,188.85,$26.62,7.09,19.323999999999998,32.514,3.442,6.487000000000001,0,60
2025-03-31,GOOGL,154.45,$8.97,17.22,154.45,$28.41,5.44,19.262999999999998,32.514,3.442,6.487000000000001,0,60
2025-06-30,GOOGL,176.23,$7.08,24.89,176.23,$29.98,5.88,19.323999999999998,32.514,3.442,6.487000000000001,0,60
2025-07-28,GOOGL,192.53,,27.19,192.53,,6.42,19.323999999999998,32.514,3.442,6.487000000000001,0,60
2013-03-31,META,25.44,$0.02,1272.02,25.44,$4.94,5.15,,,,,0,60
2013-06-30,META,24.74,$0.23,107.58,24.74,$5.11,4.84,,,,,0,60
2013-09-30,META,49.96,$0.42,118.94,49.96,$5.35,9.34,,,,,0,60
2013-12-31,META,54.35,$0.59,92.12,54.35,$6.10,8.91,,,,,0,60
2014-03-31,META,59.91,$0.75,79.88,59.91,$6.56,9.14,84.776,810.788,4.964,9.26,0,60
2014-06-30,META,66.92,$0.92,72.74,66.92,$7.15,9.36,76.31,695.48,4.995,9.35,0,60
2014-09-30,META,78.61,$1.05,74.87,78.61,$8.18,9.61,74.018,580.1720000000004,5.026,9.459999999999999,0,60
2014-12-31,META,77.59,$1.10,70.54,77.59,$12.99,5.97,72.08,464.86399999999975,5.057,9.434999999999999,0,60
2015-03-31,META,81.77,$1.03,79.38,81.77,$13.45,6.08,72.3,349.55600000000015,5.088,9.41,0,60
2015-06-30,META,85.3,$0.98,87.04,85.3,$14.09,6.05,72.52,234.2479999999996,5.119000000000001,9.385,0,60
2015-09-30,META,89.41,$0.99,90.31,89.41,$14.72,6.07,72.74,118.94,5.15,9.36,0,60
2015-12-31,META,104.09,$1.28,81.32,104.09,$15.60,6.67,72.953,117.804,5.232,9.357999999999999,0,60
2016-03-31,META,113.48,$1.62,70.05,113.48,$16.54,6.86,70.98,116.668,5.314,9.356,0,60
2016-06-30,META,113.66,$2.08,54.64,113.66,$17.60,6.46,70.197,115.53200000000001,5.396,9.354,0,60
2016-09-30,META,127.57,$2.59,49.25,127.57,$18.82,6.78,60.804,114.39599999999999,5.478,9.352,0,60
2016-12-31,META,114.42,$3.26,35.1,114.42,$20.47,5.59,51.945,113.25999999999999,5.37,9.35,0,60
2017-03-31,META,141.28,$3.78,37.37,141.28,$21.46,6.58,44.498,112.124,5.414,9.347999999999999,0,60
2017-06-30,META,150.16,$4.39,34.2,150.16,$22.92,6.55,36.689,110.988,5.458,9.346,0,60
2017-09-30,META,169.94,$5.16,32.93,169.94,$24.52,6.93,34.92,109.85199999999999,5.502,9.344,0,60
2017-12-31,META,175.5,$5.39,32.56,175.5,$25.58,6.86,34.073,108.71600000000001,5.546,9.342,0,60
2018-03-31,META,158.92,$6.04,26.31,158.92,$26.75,5.94,32.93,107.58,5.59,9.34,0,60
2018-06-30,META,193.26,$6.46,29.92,193.26,$27.46,7.04,32.597,106.03400000000003,5.625,9.32,0,60
2018-09-30,META,163.56,$6.63,24.67,163.56,$27.96,5.85,30.448000000000004,104.48800000000001,5.6419999999999995,9.3,0,60
2018-12-31,META,130.38,$7.57,17.22,130.38,$29.48,4.42,27.393,102.942,5.282,9.28,1,60
2019-03-31,META,165.78,$6.73,24.63,165.78,$30.29,5.47,25.326,101.39600000000002,5.2780000000000005,9.26,0,60
